institution,label,city,institution_state,inst_level,statefips
G02887,ALBANY MEDICAL COLLEGE,ALBANY,NY,I,36
G02890,UNION THEOLOGICAL SEMINARY,NEW YORK,NY,I,36
G02963,SOUTHEASTERN BAPTIST THEOL SEMINARY,WAKE FOREST,NC,I,37
G03075,METHODIST THEOLOGICAL SCH IN OHIO,DELAWARE,OH,I,39
G03122,UNITED THEOLOGICAL SEMINARY,TROTWOOD,OH,I,39
G03263,EVANGELICAL SCHOOL OF THEOLOGY,MYERSTOWN,PA,I,42
G03269,GROVE CITY COLLEGE,GROVE CITY,PA,I,42
G03286,LANCASTER THEOLOGICAL SEMINARY,LANCASTER,PA,I,42
G03291,UNITED LUTHERAN SEMINARY,GETTYSBURG,PA,I,42
G03292,UNITED LUTHERAN SEMINARY - PHILADELPHIA,PHILADELPHIA,PA,I,42
G03356,PITTSBURGH THEOLOGICAL SEMINARY,PITTSBURGH,PA,I,42
G03358,REFORMED PRESBYTERIAN THEOL SEMINAR,PITTSBURGH,PA,I,42
G03393,WESTMINSTER THEOLOGICAL SEMINARY,GLENSIDE,PA,I,42
G03437,LENOIR-RHYNE UNIVERSITY - LUTHERAN THEOL,COLUMBIA,SC,I,45
G03506,MEHARRY MEDICAL COLLEGE,NASHVILLE,TN,I,47
G03544,AUSTIN PRESBYTERIAN THEOLOGICAL SEM,AUSTIN,TX,I,48
G03562,DALLAS THEOLOGICAL SEM,DALLAS,TX,I,48
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,AUSTIN,TX,I,48
G03595,OBLATE SCHOOL OF THEOLOGY,SAN ANTONIO,TX,I,48
G03743,UNION PRESBYTERIAN SEMINARY,RICHMOND,VA,I,51
G03874,NASHOTAH HOUSE,NASHOTAH,WI,I,55
G03947,UC-HASTINGS COLLEGE OF THE LAW,SAN FRANCISCO,CA,I,06
G03979,COLUMBIA UNIV TEACHERS COLLEGE,NEW YORK,NY,I,36
G04012,HEBREW UNIVERSITY OF JERUSALEM (THE),JERUSALEM,FC,I,
G04030,UNIVERSITY OF CAMBRIDGE,CAMBRIDGE,FC,I,
G04054,HEBREW UNION COL-JEWISH INST OF REL,NEW YORK,NY,I,36
G04056,SIOUX FALLS SEMINARY,SIOUX FALLS,SD,I,46
G04060,WINEBRENNER THEOLOGICAL SEMINARY,FINDLAY,OH,I,39
G04080,STARR KING SCHOOL FOR THE MINISTRY,BERKELEY,CA,I,06
G04436,REGNL WST MEDCL CTR SCHL RAD,SCOTTSBLUFF,NE,I,31
G04707,COVENANT THEOLOGICAL SEMINARY,SAINT LOUIS,MO,I,29
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NEW YORK,NY,I,36
G04977,SOUTH TEXAS COLLEGE OF LAW,HOUSTON,TX,I,48
G05034,AMERICAN UNIVERSITY OF CAIRO,CAIRO,FC,I,
G06677,MCGILL UNIVERSITY,MONTREAL,CN,I,
G06679,QUEEN'S UNIVERSITY AT KINGSTON,KINGSTON,CN,I,
G06681,ST FRANCIS XAVIER UNIVERSITY,ANTIGONISH,CN,I,
G06682,ST THOMAS UNIVERSITY,FREDERICTON,CN,I,
G06683,UNIVERSITY OF GUELPH,GUELPH,CN,I,
G06684,UNIVERSITY OF MANITOBA,WINNIPEG,CN,I,
G06685,UNIVERSITY OF NEW BRUNSWICK (THE),FREDERICTION,CN,I,
G06686,UNIVERSITY OF OTTAWA,OTTAWA,CN,I,
G06688,UNIVERSITY OF TORONTO,TORONTO,CN,I,
G06689,UNIVERSITY OF WINDSOR,WINDSOR,CN,I,
G06690,UNIVERSITY OF COPENHAGEN,COPENHAGEN,FC,I,
G06691,UNIVERSITY OF CAMBRIDGE - PEMBROKE,CAMBRIDGE,FC,I,
G06692,UNIVERSITY OF LEEDS,LEEDS,FC,I,
G06693,UNIV OF LONDON-LONDON SCHOOL ECON,LONDON,FC,I,
G06694,UNIVERSITY OF LONDON - SCHOOL OF ORIENTA,LONDON,FC,I,
G06695,UNIV OF LONDON-UNIVERSITY COLLEGE,LONDON,FC,I,
G06696,UNIV OF LONDON-SCH ADVANCED STUDY,LONDON,FC,I,
G06697,"QUEEN MARY, UNIVERSITY OF LONDON",LONDON,FC,I,
G06699,UNIVERSITY OF SUSSEX,BRIGHTON,FC,I,
G06700,"UNIVERSITY OF YORK, THE",YORK,FC,I,
G06704,UNIVERSITY COLLEGE CORK,CORK,FC,I,
G06710,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PU,SAN ANDRÉS CHOLULA,MX,I,
G06713,UPPSALA UNIVERSITY,UPPSALA,FC,I,
G06837,UNIVERSITE LAVAL,QUEBEC,CN,I,
G06838,DALHOUSIE UNIVERSITY,HALIFAX,CN,I,
G06839,UNIVERSITY OF EDINBURGH,EDINBURGH,FC,I,
G06842,UNIVERSITY OF DUBLIN TRINITY COLLEG,DUBLIN,FC,I,
G06850,UNIVERSITY OF CAMBRIDGE - DOWNING C,CAMBRIDGE,FC,I,
G06852,BISHOP'S UNIVERSITY,SHERBROKE,CN,I,
G06976,UNIVERSITY OF SAN DIEGO - SCHOOL OF LAW,SAN DIEGO,CA,I,06
G07026,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK,NY,I,36
G07178,WESTERN SEMINARY,PORTLAND,OR,I,41
G07276,SAINT MEINRAD SCHOOL OF THEOLOGY,ST MEINRAD,IN,I,18
G07632,UNIVERSITY OF BRISTOL,BRISTOL,FC,I,
G07679,YORK UNIVERSITY,NORTH YORK,CN,I,
G07705,ROYAL COLLEGE OF SURGEONS IN IRELAN,DUBLIN,FC,I,
G07874,UNIVERSITY AT CALGARY (THE),CALGARY,CN,I,
G07881,AMERICAN UNIVERSITY OF PARIS,PARIS,FC,I,
G08147,UNIVERSIDAD AUTONOMA DE GUADALAJARA,GUADALAJARA,MX,I,
G08148,UNIVERSITY OF WINNIPEG,WINNIPEG,CN,I,
G08223,ST VINCENT DE PAUL REGIONL SEMINARY,BOYNTON BEACH,FL,I,12
G08363,MOUNT SAINT VINCENT UNIVERSITY,HALIFAX,CN,I,
G08364,SAINT MARY'S UNIVERSITY,HALIFAX,CN,I,
G08365,CONCORDIA UNIVERSITY - SIR GEORGE W,MONTREAL,CN,I,
G08366,UNIVERSITE DE MONTREAL,MONTREAL,CN,I,
G08368,CARLETON UNIVERSITY,OTTAWA,CN,I,
G08369,UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER,CN,I,
G08370,"SAFA, UNIVERSITY OF VICTORIA",VICTORIA,CN,I,
G08371,AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,FC,I,
G08373,TEL-AVIV UNIVERSITY,RAMAT-AVIV,FC,I,
G08376,VRIJE UNIVERSITEIT AMSTERDAM,AMSTERDAM,FC,I,
G08377,UNIVERSITEIT VAN AMSTERDAM(UNIVERSI,AMSTERDAM,FC,I,
G08380,UNIVERSITY OF WARWICK,COVENTRY,FC,I,
G08383,UNIVERSITY OF GLASGOW,GLASGOW,FC,I,
G08394,UNIVERSITY OF OXFORD,OXFORD,FC,I,
G08398,UNIVERSITY OF SHEFFIELD (THE),SHEFFIELD,FC,I,
G08399,UNIVERSITY OF SOUTHAMPTON,SOUTHAMPTON,FC,I,
G08444,SIMON FRASER UNIVERSITY,BURNABY,CN,I,
G08446,UNIVERSITY OF WESTERN ONTARIO (THE),LONDON,CN,I,
G08449,ACADIA UNIVERSITY,WOLFVILLE,CN,I,
G08452,ABERYSTWYTH UNIVERSITY,ABERYSTWYTH,FC,I,
G08458,LOUGHBOROUGH UNIVERSITY,LOUGHBOROUGH,FC,I,
G08460,UNIVERSITY OF NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,FC,I,
G08461,UNIVERSITY OF SAINT ANDREWS,SAINT ANDREWS,FC,I,
G08505,UNIVERSITY OF MELBOURNE,MELBOURNE,FC,I,
G08582,WILFRID LAURIER UNIVERSITY,WATERLOO,CN,I,
G08586,SWANSEA UNIVERSITY,SWANSEA,FC,I,
G08587,UNIVERSITY OF DURHAM,DURHAM,FC,I,
G08665,UNIVERSITY OF KENT AT CANTERBURY (THE),CANTERBURY,FC,I,
G08670,UNIVERSITY OF NEW SOUTH WALES,"UNSW, SYDNEY",FC,I,
G08687,UNIVERSITY OF ESSEX,COLCHESTER,FC,I,
G08693,CITY UNIVERSITY,LONDON,FC,I,
G08846,WRIGHT INSTITUTE,BERKELEY,CA,I,06
G08908,THE UNIVERSITY OF BIRMINGHAM,BIRMINGHAM,FC,I,
G08910,UNIVERSITY OF HULL,HULL,FC,I,
G08916,NEW ENGLAND LAW BOSTON,BOSTON,MA,I,25
G08920,UNIVERSITY OF NOTTINGHAM,NOTTINGHAM,FC,I,
G09006,UNIVERSITY OF SALFORD (THE),SALFORD,FC,I,
G09084,"UNIV OF LONDON, BIRKBECK",LONDON,FC,I,
G09085,UNIV OF LONDON KING'S COLLEGE,LONDON,FC,I,
G09086,UNIVERSITY OF LONDON - ROYAL HOLLOWAY,EGHAM,FC,I,
G09143,BAR-ILAN UNIVERSITY,RAMAT-GAN,FC,I,
G09232,CATHOLIC THEOLOGICAL UNION,CHICAGO,IL,I,17
G09249,UNIVERSITY OF LIVERPOOL,LIVERPOOL,FC,I,
G09252,BROCK UNIVERSITY,ST CATHARINES,CN,I,
G09367,UNIVERSITY OF PRINCE EDWARD ISLAND,CHARLOTTETOWN,CN,I,
G09368,UNIVERSITY OF ABERDEEN,ABERDEEN,FC,I,
G09421,BRANDON UNIVERSITY,BRANDON,CN,I,
G09423,ROYAL COLLEGE OF ART,LONDON,FC,I,
G09428,TECHNION-ISRAEL INST OF TECHLGY,HAIFA,FC,I,
G09442,UNIVERSITY OF EXETER,EXETER,FC,I,
G09444,UNIVERSITY OF LANCASTER,LANCASTER,FC,I,
G09486,TRINITY WESTERN UNIVERSITY,LANGLEY,CN,I,
G09500,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,SAINT JOHN'S,CN,I,
G09501,UNIVERSITY OF KING'S COLLEGE,HALIFAX,CN,I,
G09503,MOUNT ALLISON UNIVERSITY,SACKVILLE,CN,I,
G09634,UNIVERSITY OF OXFORD ST CATHERINE'S,OXFORD,FC,I,
G09747,GORDON-CONWELL THEOLOGICAL SEMINARY,SOUTH HAMILTON,MA,I,25
G09756,UNIVERSITY OF MASS MEDICAL CENTER,WORCESTER,MA,I,25
G09808,UNIVERSITY OF STRATHCLYDE,GLASGOW,FC,I,
G09860,UNIVERSITY OF SURREY,GUILDFORD,FC,I,
G09867,UNIVERSITY OF CONNECTICUT - SCHOOL OF ME,FARMINGTON,CT,I,09
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,BRONX,NY,I,36
G09927,UNIVERSITY OF CAMBRIDGE - FITZWILLI,CAMBRIDGE,FC,I,
G09986,SETON HALL UNIVERSITY - SCHOOL OF LAW,NEWARK,NJ,I,34
G10013,ALLIANT INTERNATIONAL UNIVERSITY - LOS A,ALHAMBRA,CA,I,06
G10067,LUND UNIVERSITY,LUND,FC,I,
G10084,UNIVERSITY OF CAPE TOWN,CAPE TOWN,FC,I,
G10087,UNIVERSITY OF OXFORD ST PETER'S COL,OXFORD,FC,I,
G10088,UNIVERSITY OF OXFORD - CORPUS CHRIS,OXFORD,FC,I,
G10089,CENTRAL SCHOOL OF SPEECH AND DRAMA,LONDON,FC,I,
G10090,UNIVERSITY OF OXFORD - BALLIOL COLL,OXFORD,FC,I,
G10143,UNIVERSITY OF READING,READING,FC,I,
G10157,CARDIFF UNIVERSITY,CARDIFF,FC,I,
G10188,UNIVERSITY COLLEGE DUBLIN,DUBLIN,FC,I,
G10190,UNIVERSITY OF CAMBRIDGE CHURCHILL C,CAMBRIDGE,FC,I,
G10221,SAINT PAUL UNIVERSITY,OTTAWA,CN,I,
G10228,UNIVERSITY OF STIRLING,STIRLING,FC,I,
G10332,UNIVERSITY OF CAMBRIDGE - CLARE COL,CAMBRIDGE,FC,I,
G10333,JESUIT SCHOOL OF THEOLOGY - BERKELEY,BERKELEY,CA,I,06
G10418,INST TEC Y DE ESTSUPER DE MONTERRE,MONTERREY,MX,I,
G10441,PARDEE RAND GRADUATE SCHOOL,SANTA MONICA,CA,I,06
G10456,UNIVERSITY OF HAIFA,HAIFA,FC,I,
G10472,INST EUROPEEN OPEEN D'ADMINISTRATIO,FONTAINEBLEAU,FC,I,
G10493,CRANFIELD UNIVERSITY,BEDFORD,FC,I,
G10520,TRINITY LABAN CONSERVATOIRE OF MUSIC AND,GREENWICH,FC,I,
G10525,UNIVERSITY OF HERTFORDSHIRE,HATFIELD,FC,I,
G10529,MEMPHIS THEOLOGICAL SEMINARY,MEMPHIS,TN,I,47
G10574,LONDON INTRNTL FILM SCHOOL,LONDON,FC,I,
G10588,AUSTRALIAN NATIONAL UNIVERSITY,CANBERRA,FC,I,
G10589,BANGOR UNIVERSITY,GWYNEDD,FC,I,
G10594,"RICHMOND, THE AMERICAN INT UNI IN LONDON",SURREY,FC,I,
G10599,INST D'ETUDES POLITIQUES DE PARIS,PARIS,FC,I,
G10675,REGENT COLLEGE,VANCOUVER,CN,I,
G10676,UNIVERSIDAD DE MONTERREY,NUEVO LEON,MX,I,
G10681,MACQUARIE UNIVERSITY,NEW SOUTH WALES,FC,I,
G10692,UNIVERSITY OF QUEENSLAND (THE),BRISBANE,FC,I,
G10720,RYERSON UNIVERSITY,TORONTO,CN,I,
G10789,UNIVERSITY OF OXFORD - WORCESTER CO,OXFORD,FC,I,
G10794,BRISTOL OLD VIC THEATRE SCHOOL,BRISTOL,FC,I,
G10797,"NATIONAL UNIVERSITY OF IRELAND, MAY",MAYNOOTH,FC,I,
G10816,KINGSTON UNIVERSITY,KINGSTN UPN THMS,FC,I,
G10864,UNIV OF DUNDEE,DUNDEE,FC,I,
G10866,UNIVERSITY OF OXFORD - MAGDALEN COLLEGE,OXFORD,FC,I,
G10867,UNIVERSITY OF OXFORD ST JOHN'S COLL,OXFORD,FC,I,
G10914,MONASH UNIVERSITY,VICTORIA,FC,I,
G10915,UNIV OF EAST ANGLIA,NORWICH,FC,I,
G10942,UNIVERSITY OF OXFORD - ST HUGH'S CO,OXFORD,FC,I,
G10977,UNIVERSIDAD CENTRAL DEL ESTE,SAN PEDRO DE MACORIS,FC,I,
G10980,SOMERVILLE COLLEGE,OXFORD,FC,I,
G10999,UNIV OF OXFORD - WADHAM COLLEGE,OXFORD,FC,I,
G11053,UNIVERSITY OF OXFORD - ST HILDA'S C,OXFORD,FC,I,
G11054,UNIVERSITY OF OXFORD - ST ANNE'S CO,OXFORD,FC,I,
G11055,UNIV OF OXFORD - LADY MARGARET HALL,OXFORD,FC,I,
G11056,UNIVERSITY OF OXFORD - UNIVERSITY C,OXFORD,FC,I,
G11057,UNIVERSITY OF OXFORD - TRINITY COLL,OXFORD,FC,I,
G11058,UNIVERSITY OF OXFORD-ST EDMUND HALL,OXFORD,FC,I,
G11059,UNIVERSITY OF OXFORD ST ANTONY'S CO,OXFORD,FC,I,
G11060,UNIVERSITY OF OXFORD - QUEEN'S COLL,OXFORD,FC,I,
G11061,UNIVERSITY OF OXFORD - PEMBROKE COL,OXFORD,FC,I,
G11062,UNIVERSITY OF OXFORD - ORIEL COLLEG,OXFORD,FC,I,
G11063,UNIVERSITY OF OXFORD - NUFFIELD COL,OXFORD,FC,I,
G11064,UNIVERSITY OF OXFORD - NEW COLLEGE,OXFORD,FC,I,
G11065,UNIVERSITY OF OXFORD MERTON COLLEGE,OXFORD,FC,I,
G11066,UNIVERSITY OF OXFORD - LINCOLN COLL,OXFORD,FC,I,
G11067,UNIVERSITY OF OXFORD - KEBLE COLLEG,OXFORD,FC,I,
G11068,UNIVERSITY OF OXFORD - JESUS COLLEG,OXFORD,FC,I,
G11069,UNIVERSITY OF OXFORD - HERTFORD COL,OXFORD,FC,I,
G11070,UNIVERSITY OF OXFORD EXETER COLLEGE,OXFORD,FC,I,
G11071,UNIV OF OXFORD - CHRIST CHURCH,OXFORD,FC,I,
G11072,UNIVERSITY OF OXFORD - BRASENOSE CO,OXFORD,FC,I,
G11091,FLINDERS UNIVERSITY OF S AUSTRALIA,BEDFORD PARK,FC,I,
G11094,UNIVERSITY OF WESTERN AUSTRALIA (THE),NEDLANDS,FC,I,
G11214,UNIVERSITY OF THE WITWATERSRAND,JOHANNESBURG,FC,I,
G11215,UNIVERSITY OF CONNECTICUT - SCHOOL OF DE,FARMINGTON,CT,I,09
G11226,AARHUS UNIVERSITY,AARHUS C,FC,I,
G11282,OKLAHOMA STATE UNV CLG OSTEOPTHC MD,TULSA,OK,I,40
G11567,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY",LONDON,FC,I,
G11679,UNIVERSITY OF BATH,BATH,FC,I,
G11683,FRANKLIN COLLEGE  SWITZERLAND,SORENGO,FC,I,
G11722,BRIERCREST BIBLE COLLEGE,CARONPORT,CN,I,
G11758,UNIV OF CAMBRIDGE - PETERHOUSE,CAMBRIDGE,FC,I,
G11764,ROYAL ACADEMY OF MUSIC,LONDON,FC,I,
G11765,GOLDSMITHS' COLLEGE-UNIV OF LONDON,LONDON,FC,I,
G11780,BRUNEL UNIVERSITY,MIDDLESEX,FC,I,
G11792,FRANCISCAN SCHOOL OF THEOLOGY,OCEANSIDE,CA,I,06
G11838,UNIVERSITY OF OXFORD - MANSFIELD CO,OXFORD,FC,I,
G11881,ALLIANT INTERNATIONAL UNIVERSITY - SAN F,SAN FRANCISCO,CA,I,06
G11934,VERMONT LAW SCHOOL,SOUTH ROYALTON,VT,I,50
G12075,UNIVERSITY CAMBRIDGE - TRINITY COLL,CAMBRIDGE,FC,I,
G12078,VICTORIA UNIV OF WELLINGTON,WELLINGTON,FC,I,
G12096,ECOLE H?TELIERE DE LAUSANNE,LAUSANNE 25,FC,I,
G12101,UNIVERSITY OF CAMBRIDGE - GIRTON CO,CAMBRIDGE,FC,I,
G12136,VICTORIA UNIV OF MANCHESTER (THE),MANCHESTER,FC,I,
G12198,UNIVERSITY OF BRADFORD,BRADFORD,FC,I,
G12201,UNIVERSITY OF OXFORD - REGENT'S PAR,OXFORD,FC,I,
G12206,JAMES COOK UNIVERSITY,TOWNSVILLE,FC,I,
G12211,ALGONQUIN COLLEGE OF APPLIED ARTS & TECH,OTTAWA,CN,I,
G12215,BIRMINGHAM CITY UNIVERSITY,BIRMINGHAM,FC,I,
G12223,JAGIELLONIAN UNIVERSITY COLLEGIUM M,KRAKOW,FC,I,
G12258,ASTON UNIVERSITY,BIRMINGHAM,FC,I,
G12274,PROVIDENCE COLLEGE,OTTERBURNE,CN,I,
G12275,UNIVERSITY OF OXFORD - WOLFSON COLL,OXFORD,FC,I,
G12302,GONVILLE & CAIUS COLLEGE,CAMBRIDGE,FC,I,
G12335,ROYAL COLLEGE OF MUSIC,LONDON,FC,I,
G12341,UNIVERSITY OF WALES - ST DAVID'S UN,CARDIGANSHIRE,FC,I,
G12421,UNIV OF AUCKLAND,AUCKLAND,FC,I,
