institution,label,city,institution_state,inst_level,statefips
016571,ROB ROY ACADEMY,NEW BEDFORD,MA,I,25
016572,BAY STATE SCHOOL OF TECHNOLOGY,CANTON,MA,I,25
016573,FT PIERCE BEAUTY ACADEMY,FORT PIERCE,FL,I,12
016576,CUYAHOGA VALLEY CAREER CENTER,BRECKSVILLE,OH,I,39
016577,CLOYD'S BEAUTY SCHOOL #1,WEST MONROE,LA,I,22
016578,"CLOYD'S BEAUTY SCHOOL #2, INC",MONROE,LA,I,22
016581,GLENDALE CAREER COLLEGE,GLENDALE,CA,I,06
016582,GEORGIA PIEDMONT TECHNICAL COLLEGE,CLARKSTON,GA,I,13
016588,KENNETH SHULER SCHOOL OF COSMETOLOGY & N,COLUMBIA,SC,I,45
016591,PAUL MITCHELL THE SCHOOL LEXINGTON,LEXINGTON,KY,I,21
016592,FORTIS COLLEGE,MOBILE,AL,I,01
016593,ROGER'S ACADEMY OF HAIR DESIGN,EVANSVILLE,IN,I,18
016596,CAREER ACADEMY OF HAIR DESIGN,SPRINGDALE,AR,I,05
016605,FORTIS COLLEGE,NORFOLK,VA,I,51
016611,ROSS MEDICAL EDUCATION CENTER,BRIGHTON,MI,I,26
016615,PALO ALTO COLLEGE,SAN ANTONIO,TX,I,48
016616,FT PECK COMMUNITY COLLEGE,POPLAR,MT,I,30
016618,COLLEGE OF HAIR DESIGN CAREERS,SALEM,OR,I,41
016626,GREATER JOHNSTOWN AREA VOC TECH SCH,JOHNSTOWN,PA,I,42
016627,MONTGOMERY BEAUTY SCHOOL,SILVER SPRING,MD,I,24
016631,WYOTECH,ORMOND BEACH,FL,I,12
016643,CAREER & TECHNOLOGY CTR AT FT OSAGE,INDEPENDENCE,MO,I,29
016644,BELLUS ACADEMY,POWAY,CA,I,06
016666,LAMAR STATE COLLEGE-PORT ARTHUR,PORT ARTHUR,TX,I,48
016668,HEADMASTERS SCHOOL OF HAIR DESIGN,LEWISTON,ID,I,16
016673,DOMINICAN SCH PHILOSOPHY & THEOLOGY,BERKELEY,CA,I,06
016692,KNOX BEAUTY COLLEGE,KNOX,IN,I,18
016693,WEST MI COLG OF BARBERING & BEAUTY,KALAMAZOO,MI,I,26
016694,CANNELLA SCHOOL OF HAIR DESIGN,CHICAGO,IL,I,17
016696,UNIVERSAL TECHNICAL INSTITUTE,HOUSTON,TX,I,48
016699,WESTERN AREA CAREER & TECHNOLOGY CT,CANONSBURG,PA,I,42
016701,ANTHEM INSTITUTE,PARSIPPANY,NJ,I,34
016702,NORTHERN TIER CAREER CENTER,TOWANDA,PA,I,42
016707,"CLOYD'S BEAUTY SCHOOL #3, INC",MONROE,LA,I,22
016716,WILLOUGHBY EASTLAKE SCH OF PRAC NSG,WILLOUGHBY,OH,I,39
016720,BRIGHTWOOD COLLEGE,SACRAMENTO,CA,I,06
016723,"MODERN WELDING SCHOOL, INC.",SCHENECTADY,NY,I,36
016726,BECKFIELD COLLEGE,FLORENCE,KY,I,21
016728,SCIOTO COUNTY JOINT VOCATIONAL SCH,LUCASVILLE,OH,I,39
016730,SOUTHWEST UNIVERSITY OF VISUAL ARTS,TUCSON,AZ,I,04
016737,CHARLESTON COSMETOLOGY INSTITUTE,CHARLESTON,SC,I,45
016745,POLARIS CAREER CENTER-ADULT ED DEPT,MIDDLEBURG HEIGHTS,OH,I,39
016747,"STAGE ONE THE HAIR SCHOOL, INC.",LAKE CHARLES,LA,I,22
016748,LAMAR STATE COLLEGE-ORANGE,ORANGE,TX,I,48
016749,PAUL MITCHELL THE SCHOOL,HOUSTON,TX,I,48
016763,EASTERN CTR ARTS AND TECH PR NSG,WILLOW GROVE,PA,I,42
016767,ITT TECHNICAL INSTITUTE,NASHVILLE,TN,I,47
016771,GILL-TECH ACADEMY OF HAIR DESIGN,APPLETON,WI,I,55
016774,ITT TECHNICAL INSTITUTE,MURRAY,UT,I,49
016775,PROVO COLLEGE,PROVO,UT,I,49
016776,ITT TECHNICAL INSTITUTE,TUCSON,AZ,I,04
016778,LANDING SCHOOL OF BOATBUILDING & DESIGN,ARUNDEL,ME,I,23
016781,BALTIMORE STUDIO OF HAIR DESIGN,BALTIMORE,MD,I,24
016785,ACADEMY OF COSMETOLOGY,MERRITT ISLAND,FL,I,12
016790,MICHIGAN BARBER COLLEGE,DETROIT,MI,I,26
016792,COLLIN COUNTY COMMUNITY COLLEGE,MCKINNEY,TX,I,48
016798,CLINTON TECHNICAL SCHOOL,CLINTON,MO,I,29
016801,TRINITY COLLEGE,VISALIA,CA,I,06
016802,SHASTA BIBLE COLLEGE,REDDING,CA,I,06
016812,FULL SAIL UNIVERSITY,WINTER PARK,FL,I,12
016820,CONCORDE CAREER COLLEGE,KANSAS CITY,MO,I,29
016824,SUWANNEE-HAMILTON AREA VOC TECH CTR,LIVE OAK,FL,I,12
016825,GREENE COUNTY VOC-TECH SCHOOL,WAYNESBURG,PA,I,42
016831,MERCER COUNTY AREA VOC TECH SCHOOL,MERCER,PA,I,42
016833,ROBERT PAUL ACAD COSMTGY ARTS & SCI,TIMONIUM,MD,I,24
016837,ORANGE TECHNICAL COLLEGE-WINTER PARK CAM,WINTER PARK,FL,I,12
016839,CITY COLLEGE,FORT LAUDERDALE,FL,I,12
016841,G SKIN & BEAUTY INSTITUTE,OAK BROOK,IL,I,17
016845,RASMUSSEN COLLEGE - MANKATO,MANKATO,MN,I,27
016848,ST LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS,MO,I,29
016856,BEAUTY ACADEMY,WENATCHEE,WA,I,53
016857,WARREN COUNTY COMMUNITY COLLEGE,WASHINGTON,NJ,I,34
016861,GREENE COUNTY CAREER CENTER,XENIA,OH,I,39
016871,ATLANTIC COLLEGE,GUAYNABO,PR,I,72
016875,ORANGE TECHNICAL COLLEGE - MID FLORIDA C,ORLANDO,FL,I,12
016876,BARRETT & COMPANY SCH HAIR DESIGN,NICHOLASVILLE,KY,I,21
016880,SOUTH LOUISIANA BEAUTY COLLEGE,HOUMA,LA,I,22
016885,AMRIDGE UNIVERSITY,MONTGOMERY,AL,I,01
016896,CALIFORNIA CAREER SCHOOLS,ANAHEIM,CA,I,06
016897,ADRIAN'S BEAUTY COLLEGE OF TURLOCK,TURLOCK,CA,I,06
016902,SAN JOAQUIN COLLEGE OF LAW,CLOVIS,CA,I,06
016904,SWEDISH INSTITUTE,NEW YORK,NY,I,36
016907,SUNSTATE ACADEMY OF HAIR DESIGN,CLEARWATER,FL,I,12
016910,SEGUIN BEAUTY SCHOOL,SEGUIN,TX,I,48
016911,MERRELL UNIV OF BTY ARTS & SCIENCES,JEFFERSON CITY,MO,I,29
016914,SPECS HOWARD SCHOOL OF MEDIA ARTS,SOUTHFIELD,MI,I,26
016915,INSTITUCION CHAVIANO DE MAYAGUEZ,MAYAGUEZ,PR,I,72
016919,ROBERT MORGAN EDUCATIONAL CENTER,MIAMI,FL,I,12
016920,JENNY LEA ACADEMY OF COSMETOLOGY,WHITESBURG,KY,I,21
016924,FOX COLLEGE,BEDFORD PARK,IL,I,17
016929,MOLER BARBER CLG OF HAIRSTYLING,FARGO,ND,I,38
016930,INTERIOR DESIGNERS INSTITUTE,NEWPORT BEACH,CA,I,06
016934,OCEAN COUNTY VOCATIONAL-TECH SCHOOL,TOMS RIVER,NJ,I,34
016935,ROBERT FIANCE BEAUTY SCHOOLS,NORTH PLAINFIELD,NJ,I,34
016937,SARASOTA SCHOOL OF MASSAGE THERAPY,SARASOTA,FL,I,12
016944,ARLINGTON CAREER INSTITUTE,GRAND PRAIRIE,TX,I,48
016945,HOUSTON TRAINING SCHOOLS,HOUSTON,TX,I,48
016954,ARTISTIC ACADEMY OF HAIR DESIGN,MORRIS PLAINS,NJ,I,34
016961,TDDS TECHNICAL INSTITUTE,DIAMOND,OH,I,39
016967,FORT BELKNAP COLLEGE,HARLEM,MT,I,30
016975,EASTLAND-FAIRFIELD CAREER AND TECHNICAL,GROVEPORT,OH,I,39
016979,WOODWARD BEAUTY COLLEGE,WOODWARD,OK,I,40
016984,PAUL MITCHELL THE SCHOOL COSTA MESA,COSTA MESA,CA,I,06
016987,INTERNATIONAL BEAUTY COLLEGE NO 3,GARLAND,TX,I,48
016989,PONCE PARAMEDICAL COLLEGE (POPAC),PONCE,PR,I,72
016994,PORTAGE LAKES CAREER CENTER,UNIONTOWN,OH,I,39
017002,SEBRING CAREER SCHOOLS,HOUSTON,TX,I,48
017004,PALOMAR INSTITUTE OF COSMETOLOGY,SAN MARCOS,CA,I,06
017015,SUFFOLK BEAUTY ACADEMY,SUFFOLK,VA,I,51
017016,RALPH R WILLIS CAREER AND TECHNICAL CENT,STOLLINGS,WV,I,54
017020,ARTHUR'S BEAUTY COLLEGE,JACKSONVILLE,AR,I,05
017021,LOUISIANA ACADEMY OF BEAUTY,EUNICE,LA,I,22
017022,DELTA COLLEGE OF ARTS & TECH INC,BATON ROUGE,LA,I,22
017027,SAINT CHARLES COMMUNITY COLLEGE,COTTLEVILLE,MO,I,29
017034,COMMONWEALTH TECH INSTIT @ HIRAM G,JOHNSTOWN,PA,I,42
017035,FRED W EBERLE TECHNICAL CENTER,BUCKHANNON,WV,I,54
017036,BELL MAR BEAUTY COLLEGE,CICERO,IL,I,17
017044,CLEAR CREEK BAPTIST BIBLE COLLEGE,PINEVILLE,KY,I,21
017045,TENNESSEE ACADEMY OF COSMETOLOGY,MEMPHIS,TN,I,47
017050,BROWNSON TECHNICAL SCHOOL,ANAHEIM,CA,I,06
017053,STRATFORD UNIVERSITY,FALLS CHURCH,VA,I,51
017054,MERCER COUNTY TECH EDUC CNTR,PRINCETON,WV,I,54
017061,HYPNOSIS MOTIVATION INSTITUTE,TARZANA,CA,I,06
017062,MTI BUSINESS COLLEGE INC,STOCKTON,CA,I,06
017063,NATIONAL HOLISTIC INSTITUTE,EMERYVILLE,CA,I,06
017065,BJ'S BEAUTY AND BARBER COLLEGE,TACOMA,WA,I,53
017066,ALASKA CAREER COLLEGE,ANCHORAGE,AK,I,02
017068,QUEEN CITY COLLEGE,CLARKSVILLE,TN,I,47
017069,FLORIDA NATIONAL COLLEGE,HIALEAH,FL,I,12
017070,INNER STATE BEAUTY SCHOOLS,LYNDHURST,OH,I,39
017072,BRIGHTWOOD COLLEGE,VAN NUYS,CA,I,06
017074,NORTH AMERICAN TRADE SCHOOLS,BALTIMORE,MD,I,24
017076,YESHIVA GEDOLAH OF GREATER DETROIT,OAK PARK,MI,I,26
017080,ELIZABETH GRADY SCHOOL OF ESTHETICS,MEDFORD,MA,I,25
017083,WILKES BARRE AREA CAREER AND TECHNICAL C,WILKES-BARRE,PA,I,42
017091,CLARION CO AREA VOC-TECH PRAC NRSG,SHIPPENVILLE,PA,I,42
017096,COSMETOLOGY TRAINING CENTER,LAFAYETTE,LA,I,22
017103,PJ'S COLLEGE OF COSMETOLOGY,GLASGOW,KY,I,21
017114,"MAYO CLINIC, COLLEGE OF MEDICINE",ROCHESTER,MN,I,27
017118,LAUREL BUSINESS INSTITUTE,UNIONTOWN,PA,I,42
017120,COLEGIO MAYOR DE TECHNOLOGIA,ARROYO,PR,I,72
017121,SEMINAR L'MOROS BAIS YAAKOV,BROOKLYN,NY,I,36
017124,ACADEMY OF HAIR TECHNOLOGY,GREENVILLE,SC,I,45
017135,ASSOCIATED TECHNICAL COLLEGE,SAN DIEGO,CA,I,06
017136,DIVERSIFIED LANGUAGE INSTITUTE,LOS ANGELES,CA,I,06
017143,NORTHWEST COLLEGE,ALOHA,OR,I,41
017144,SOUTH TEXAS VO-TECH INSTITUTE,WESLACO,TX,I,48
017145,MINNESOTA SCHOOL OF BUSINESS,RICHFIELD,MN,I,27
017146,BUTLER BEAUTY SCHOOL,BUTLER,PA,I,42
017149,PLATT COLLEGE - BERKS TECHNICAL INSTITUT,WYOMISSING,PA,I,42
017157,LANDMARK COLLEGE,PUTNEY,VT,I,50
017158,PRISM CAREER INSTITUTE,HAMMONTON,NJ,I,34
017160,MODERN COLLEGE OF DESIGN (THE),KETTERING,OH,I,39
017163,ART INSTITUTE OF NEW YORK CITY (THE),NEW YORK,NY,I,36
017164,SCHUYLKILL COUNTY AREA VOC TECH SCH,FRACKVILLE,PA,I,42
017166,YUKON BEAUTY COLLEGE,YUKON,OK,I,40
017169,UNITED EDUCATION INSTITUTE,HUNTINGTON PARK,CA,I,06
017171,ART INSTITUTE OF YORK (THE) - PENNSYLVAN,YORK,PA,I,42
017174,PICKAWAY ROSS CO JOINT VOC TECH SCH,CHILLICOTHE,OH,I,39
017178,SALON PROFESSIONAL ACADEMY (THE),NAMPA,ID,I,16
017180,VANGUARD COLLEGE OF COSMETOLOGY,SLIDELL,LA,I,22
017186,PAUL MITCHELL THE SCHOOL,SALT LAKE CITY,UT,I,49
017188,UNIVERSITY OF ADVANCING TECHNOLOGY,TEMPE,AZ,I,04
017191,PINNACLE INSTITUTE OF COSMETOLOGY,MOORESVILLE,NC,I,37
017193,CASAL AVEDA INSTITUTE,YOUNGSTOWN,OH,I,39
017194,BRIGHTWOOD COLLEGE,VISTA,CA,I,06
017197,YESHIVA OF THE TELSHE ALUMNI,RIVERDALE,NY,I,36
017198,RADFORD LOCKLIN TECH CENTER,MILTON,FL,I,12
017199,LAC COURTE OREILLES OJIBWA CMTY CLG,HAYWARD,WI,I,55
017209,ELAINE STEVEN BEAUTY COLLEGE,ST LOUIS,MO,I,29
017214,NILES SCHOOL OF COSMETOLOGY,NILES,IL,I,17
017218,ALL-STATE CAREER SCHOOL,LESTER,PA,I,42
017233,INTERNATIONAL TECHNICAL COLLEGE,SAN JUAN,PR,I,72
017236,SUMTER BEAUTY COLLEGE,SUMTER,SC,I,45
017237,RAPHAELS SCHOOL OF BEAUTY CULTURE,ALLIANCE,OH,I,39
017239,PHILLIPS THEOLOGICAL SEMINARY -,TULSA,OK,I,40
025554,UNIV OF TX MD ANDERSON CANCER CTR,HOUSTON,TX,I,48
017250,TEXAS BARBER COLLEGE,HOUSTON,TX,I,48
017262,SEARCY BEAUTY COLLEGE,SEARCY,AR,I,05
017272,LA BELLE BEAUTY ACADEMY,MIAMI,FL,I,12
017276,COMPUTER CAREER CENTER,EL PASO,TX,I,48
017279,GRABBER SCHOOL OF HAIR DESIGN,ST. LOUIS,MO,I,29
017282,MAHONING COUNTY CAREER & TECH CENTR,CANFIELD,OH,I,39
017286,INTERNATIONAL SCH SKIN & NAILCARE,ATLANTA,GA,I,13
017287,EDUCATIONAL TECHNICAL COLLEGE,BAYAMON,PR,I,72
017290,APOLLO CAREER CENTER-ADULT EDUC,LIMA,OH,I,39
017295,EVANS HAIRSTYLING COLLEGE,SAINT GEORGE,UT,I,49
017296,VISTA COLLEGE,CLEARFIELD,UT,I,49
017306,LOS ANGELES ORT TECHNICAL INSTITUTE,LOS ANGELES,CA,I,06
017310,EVANS HAIRSTYLING COLLEGE OF CEDAR CITY,CEDAR CITY,UT,I,49
017313,COLLECTIV HAIR DRESSING ACADEMY,MIDVALE,UT,I,49
017317,PAUL MITCHELL THE SCHOOL - ESANI,ROSWELL,GA,I,13
017319,ENVIRONMENTAL TECHNICAL INSTITUTE,ITASCA,IL,I,17
017322,AUSTIN GRADUATE SCHOOL OF THEOLOGY,AUSTIN,TX,I,48
017339,BEAUTY TECHNICAL COLLEGE,TAHLEQUAH,OK,I,40
017345,ESCUELA DE ARTES PLASTICAS,SAN JUAN,PR,I,72
017346,ESCUELA TECNICA DE ELECTRICIDAD,PONCE,PR,I,72
017347,NOSSI COLLEGE OF ART,NASHVILLE,TN,I,47
017360,MIAMI INTERNATIONAL UNIVERSITY OF ART &,DALLAS,TX,I,48
017369,ATLANTA SCHOOL OF MASSAGE,ATLANTA,GA,I,13
017375,"GUY'S ACADEMY HAIR, SKIN & NAILS",SHREVEPORT,LA,I,22
017377,CHARTER COLLEGE,ANCHORAGE,AK,I,02
020616,WAYNES COLLEGE OF BEAUTY,SALINAS,CA,I,06
021039,STEUBEN SCHUYLER CHEMUNG TIOGA ALLEGANY,PAINTED POST,NY,I,36
021252,SCHOOL OF NURSING BEEBE MEDICAL CENTER,LEWES,DE,I,10
021287,CENTRAL SCHOOL OF PRACTICAL NURSING,NORFOLK,VA,I,51
021383,PALO ALTO UNIVERSITY,PALO ALTO,CA,I,06
021430,BARD COLLEGE - LONGY SCHOOL OF MUSIC,CAMBRIDGE,MA,I,25
021689,KANSAS CITY COLLEGE & BIBLE SCHOOL,OVERLAND PARK,KS,I,20
021706,UNITED STATES SPORTS ACADEMY,DAPHNE,AL,I,01
021799,ARGOSY UNIVERSITY,CHICAGO,IL,I,17
021800,NORTHWEST INDIAN COLLEGE,BELLINGHAM,WA,I,53
021822,NEW SCHOOL OF RADIO & TELEVISION,ALBANY,NY,I,36
021829,CAMBRIDGE COLLEGE,CAMBRIDGE,MA,I,25
022025,NEW ENGLAND TRACTOR TRAILER SCH,SOMERS,CT,I,09
022141,RESURRECTION UNIVERSITY,CHICAGO,IL,I,17
022229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,I,53
022233,NORTHEAST CATHOLIC COLLEGE,WARNER,NH,I,33
022463,INSTITUTE OF MEDICAL-DENTAL TECH,CINCINNATI,OH,I,39
022516,ACADEMY OF HAIR DESIGN #6,HATTIESBURG,MS,I,28
022602,DIESEL DRIVING ACADEMY,SHREVEPORT,LA,I,22
022878,NATIONAL TRACTOR TRAILER SCHOOL,LIVERPOOL,NY,I,36
023141,SCHILLER INTERNATIONAL UNIVERSITY,LARGO,FL,I,12
023166,CONNECTICUT CTR FOR MASSAGE THERAPY,NEWINGTON,CT,I,09
023262,BRIGHTWOOD COLLEGE,NASHVILLE,TN,I,47
023357,BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,LA,I,22
023374,BANCROFT SCHOOL OF MASSAGE THERAPY,WORCESTER,MA,I,25
023424,ACADEMY OF RADIO & TV BROADCASTING,HUNTINGTON BEACH,CA,I,06
023502,INDIANA COUNTY TECH CTR SCH PR NSG,INDIANA,PA,I,42
023580,THOMAS AQUINAS COLLEGE,SANTA PAULA,CA,I,06
023585,BON SECOURS SAINT MARY'S HOSPITAL SCHOOL,RICHMOND,VA,I,51
024827,WESTERN UNIVERSITY OF HEALTH S,POMONA,CA,I,06
024948,LOLA BEAUTY COLLEGE,GARDEN GROVE,CA,I,06
025042,WALDEN UNIVERSITY,MINNEAPOLIS,MN,I,27
025295,HAMRICK SCHOOL,MEDINA,OH,I,39
025332,FRANK LLOYD WRIGHT SCHOOL OF ARCHITECTUR,SCOTTSDALE,AZ,I,04
025395,IRVINE VALLEY COLLEGE,IRVINE,CA,I,06
025545,HAZLETON AREA CAREER CENTER PRACTICAL NU,HAZLETON,PA,I,42
025594,INTERCOAST COLLEGES,ORANGE,CA,I,06
025650,PLATT TECHNICAL HIGH SCHOOL,MILFORD,CT,I,09
025688,SUSSEX COUNTY COMMUNITY COLLEGE,NEWTON,NJ,I,34
025754,FRENCH CULINARY INSTITUTE,NEW YORK,NY,I,36
025779,SANTA BARBARA BUSINESS COLLEGE,BAKERSFIELD,CA,I,06
025780,SANTA BARBARA BUSINESS COLLEGE,SANTA MARIA,CA,I,06
025820,BNOS ZION OF BOBOV SEMINARY,BROOKLYN,NY,I,36
025827,CORTIVA INSTITUTE - TUCSON,TUCSON,AZ,I,04
025830,GWINNETT COLLEGE OF BUSINESS,LILBURN,GA,I,13
025849,"FIRST INSTITUTE, INC.",CRYSTAL LAKE,IL,I,17
025864,TRUMBULL CAREER & TECH CENTER-ADULT,WARREN,OH,I,39
025869,HARRIS SCHOOL OF BUSINESS,VOORHEES,NJ,I,34
025875,UNIVERSIDAD METROPOLITANA,RÍO PIEDRAS,PR,I,72
025876,ORLO SCH HAIR DESIGN & COSMETOLOGY,ALBANY,NY,I,36
025877,HAIR PROFESSIONALS CAREER COLLEGE,PALOS HILLS,IL,I,17
025882,DOUGLAS J AVEDA INSTITUTE,EAST LANSING,MI,I,26
025889,MEDTECH COLLEGE,FALLS CHURCH,VA,I,51
025911,CAREER POINT COLLEGE,SAN ANTONIO,TX,I,48
025916,NORTH-WEST COLLEGE,PASADENA,CA,I,06
025919,BRIGHTWOOD COLLEGE,EL PASO,TX,I,48
025937,HISPANIC AMERICAN COLLEGE,CAGUAS,PR,I,72
025943,COLLEGE AMERICA - DENVER,DENVER,CO,I,08
025950,FAYETTEVILLE BEAUTY SCHOOL,FAYETTEVILLE,TN,I,47
025956,ASIAN AMERICAN INTERNATIONAL BTY CG,WESTMINSTER CITY,CA,I,06
025957,HILLSDALE BEAUTY COLLEGE,HILLSDALE,MI,I,26
025964,SPARTAN COLLEGE OF AERONAUTICS & TECHNOL,INGLEWOOD,CA,I,06
025973,SOUTH BAYLO UNIVERSITY,ANAHEIM,CA,I,06
025974,PONTOTOC TECHNOLOGY CENTER SCHOOL,ADA,OK,I,40
025994,NEW YORK COLLEGE OF HEALTH PROFESSIONS,SYOSSET,NY,I,36
026000,NORTHWEST TECHNOLOG CTR SCH DIST 10,ALVA,OK,I,40
026001,NEW YORK ACADEMY OF ART (THE),NEW YORK,NY,I,36
026002,OCEAN CORPORATION (THE),HOUSTON,TX,I,48
026005,WES WATKINS TECHNOLOGY CENTER,WETUMKA,OK,I,40
026009,AVEDA INSTITUTE,COVINGTON,LA,I,22
026011,OPELOUSAS SCHOOL OF COSMETOLOGY,OPELOUSAS,LA,I,22
026021,NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,I,53
026023,CENTRAL COAST COLLEGE,SALINAS,CA,I,06
026031,CRAVE BEAUTY ACADEMY,WICHITA,KS,I,20
026038,LORAIN COUNTY JVS ADULT CAREER CTR,OBERLIN,OH,I,39
026047,CENTER FOR ADVANCED LEGAL STUDIES,HOUSTON,TX,I,48
026055,REMINGTON COLLEGE - MOBILE,MOBILE,AL,I,01
026068,PLATT COLLEGE - MCCANN - MONROE,MONROE,LA,I,22
026070,TRICOCI UNIVERSITY OF BEAUTY CULTURE,BLOOMINGTON,IN,I,18
026071,PAUL MITCHELL THE SCHOOL BOISE,BOISE,ID,I,16
026080,NEOSHO BEAUTY COLLEGE,NEOSHO,MO,I,29
026090,EMPERORS COLG OF TRAD ORIENTAL MED,SANTA MONICA,CA,I,06
026092,VATTEROTT COLLEGE,DES MOINES,IA,I,19
026094,VALLEY COLLEGE,MARTINSBURG,WV,I,54
026095,CAREER TRAINING ACADEMY,NEW KENSINGTON,PA,I,42
026105,XENON INTERNATIONAL ACADEMY II,OMAHA,NE,I,31
026109,STONE CHILD COLLEGE,BOX ELDER,MT,I,30
026127,"SALON PROFESSIONAL ACADEMY - MELBOURNE,",MELBOURNE,FL,I,12
026142,MILLER - MOTTE TECHNICAL COLLEGE,CLARKSVILLE,TN,I,47
026158,COLLEGE OF COURT REPORTING,HOBART,IN,I,18
026161,JEAN MADELINE ED CTR FOR COSM,PHILADELPHIA,PA,I,42
026166,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR D,ROCHESTER,NY,I,36
026167,LE CORDON BLEU COLLEGE OF CULINARY ARTS,SCOTTSDALE,AZ,I,04
026170,CONTINENTAL SCHOOL OF BEAUTY CULTURE,OLEAN,NY,I,36
026175,ALTIERUS CAREER COLLEGE,WOODBRIDGE,VA,I,51
026184,MICHIGAN CAREER & TECHNICAL INST,PLAINWELL,MI,I,26
026192,DENHAM SPRINGS BEAUTY COLLEGE,DENHAM SPRINGS,LA,I,22
026200,SANDUSKY CAREER CENTER,SANDUSKY,OH,I,39
026213,ACADEMY OF COSMETOLOGY,BOZEMAN,MT,I,30
026215,CAREER COLLEGE OF NORTHERN NEVADA,SPARKS,NV,I,32
026229,BAIS MEDRASH ELYON,MONSEY,NY,I,36
026236,PARADISE VALLEY COMMUNITY COLLEGE,PHOENIX,AZ,I,04
026238,CORTIVA INSTITUTE - SCOTTSDALE,SCOTTSDALE,AZ,I,04
030001,YESHIVA GEDOLAH IMREI YOSEF DSPINKA,BROOKLYN,NY,I,36
030018,WELCH COLLEGE,GALLAIN,TN,I,47
030020,HAIRMASTERS INST OF COSMETOLOGY,BLOOMINGTON,IL,I,17
030021,KENTUCKY MOUNTAIN BIBLE COLLEGE,VANCLEVE,KY,I,21
030025,J.F. INGRAM STATE TECHNICAL COLLEGE,DEATSVILLE,AL,I,01
030036,MCFATTER TECHNICAL CENTER,DAVIE,FL,I,12
030051,ARKANSAS BEAUTY SCHOOL,LITTLE ROCK,AR,I,05
030054,GEORGIA CAREER INSTITUTE,CONYERS,GA,I,13
030057,DETROIT BUSINESS INST. DOWNRIVER,RIVERVIEW,MI,I,26
030063,INST OF BUSINESS & MEDICAL CAREERS,FORT COLLINS,CO,I,08
030071,HOT SPRINGS BEAUTY COLLEGE,HOT SPRINGS,AR,I,05
030073,OREGON COLLEGE OF ART & CRAFT,PORTLAND,OR,I,41
030079,GALLIPOLIS CAREER COLLEGE,GALLIPOLIS,OH,I,39
030086,FLORIDA COLLEGE OF NATURAL HEALTH,POMPANO BEACH,FL,I,12
030087,SOUTHWEST TECHNOLOGY CENTER,ALTUS,OK,I,40
030088,FRANKLIN ACADEMY,CLEVELAND,TN,I,47
030094,SW SCH BUS & TECH CAREERS,SAN ANTONIO,TX,I,48
030095,WINSTON-SALEM BARBER SCHOOL,WINSTON-SALEM,NC,I,37
030104,CRESCENT CITY SCH GAMING & BARTENDG,NEW ORLEANS,LA,I,22
030106,VIRGINIA COLLEGE,BIRMINGHAM,AL,I,01
030107,PAUL MITCHELL THE SCHOOL ROANOKE,ROANOKE,VA,I,51
030108,FORTIS INSTITUTE,BIRMINGHAM,AL,I,01
030113,"CALIF STATE UNIV, SAN MARCOS",SAN MARCOS,CA,I,06
030115,FORTIS INSTITUTE,FORTY FORT,PA,I,42
030116,FORTIS INSTITUTE,SCRANTON,PA,I,42
030118,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCE,SAN ANTONIO,TX,I,48
030123,ASM BEAUTY WORLD ACADEMY,HOLLYWOOD,FL,I,12
030149,PLATT COLLEGE,AURORA,CO,I,08
030151,ALLIANCE HIGH SCH-CMTY SERVICES DIV,ALLIANCE,OH,I,39
030153,EHOVE CAREER CENTER,MILAN,OH,I,39
030160,UNIVERSITY OF PUERTO RICO CAROLINA REGIO,CAROLINA,PR,I,72
030178,TRAVEL INSTITUTE OF THE PACIFIC,HONOLULU,HI,I,15
030198,PCI HEALTH TRAINING CENTER,DALLAS,TX,I,48
030199,CAPSTONE COLLEGE,PASADENA,CA,I,06
030215,SW SCH BUS & TECH CAREERS,EAGLE PASS,TX,I,48
030219,EDIC COLLEGE,CAGUAS,PR,I,72
030224,COLLEGE OF THE MARSHALL ISLANDS,MAJURO,MH,I,68
030234,ARKANSAS COLLEGE OF BARBERING,NORTH LITTLE ROCK,AR,I,05
030235,CAMELOT CAREER COLLEGE,BATON ROUGE,LA,I,22
030237,MADISON ADULT CAREER CENTER,MANSFIELD,OH,I,39
030249,TENNESSEE ACADEMY OF COSMETOLOGY,MEMPHIS,TN,I,47
030250,TEXAS COLLEGE OF COSMETOLOGY,ABILENE,TX,I,48
030255,MECH TECH COLLEGE,CAGUAS,PR,I,72
030256,DELL'ARTE SCH OF PHYSICAL THEATRE,BLUE LAKE,CA,I,06
030258,DAWN TRAINING CENTRE,WILMINGTON,DE,I,10
030259,"LICEO DE ARTE, DISENOS Y COMERCIO",CAGUAS,PR,I,72
030265,REMINGTON COLLEGE - HOUSTON CAMPUS,HOUSTON,TX,I,48
030271,FAIRVIEW ACADEMY,FAIRVIEW PARK,OH,I,39
030272,BLADES SCHOOL OF HAIR DESIGN,CALIFORNIA,MD,I,24
030273,BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,SHREVEPORT,LA,I,22
030274,XENON INTERNATIONAL ACADEMY III,AURORA,CO,I,08
